Video_File,Audio_File,Duration,Transcript,translated_transcript,Summary
@parkerzimmermann4_video_7151588165789289774.mp4,@parkerzimmermann4_video_7151588165789289774.mp3,4.5," I paid for that. You can't just take it. Fuck you, Dahmer.","I paid for that. You can't just take it. Fuck you, Dahmer.","The video likely shows a confrontation where someone's item was taken.  The speaker uses aggressive language, including an insult comparing the taker to Jeffrey Dahmer, suggesting anger and possibly a joking but extreme reaction to the theft.  There's no indication of addictive behavior or ONP use in this short clip."
@la.speciale_video_7216095024893676806.mp4,@la.speciale_video_7216095024893676806.mp3,5.16, On limp ! Regarde !,We cry!Look at !,"The video likely shows something emotionally moving, causing the poster to cry. The exclamation points and capitalized ""Look at !"" suggest strong emotion and a desire to share the experience, but without context of what's being shown, there's no indication of addiction, ONP use, humor, or specific sentiment beyond being moved to tears."
@toodrunktodunk_video_7221962622881615109.mp4,@toodrunktodunk_video_7221962622881615109.mp3,15.76," You could have just like only Mary, Mary on a cross Not just another bloody Mary, Mary on a cross Mary on a cross","You could have just like only Mary, Mary on a cross Not just another bloody Mary, Mary on a cross Mary on a cross","The TikTok features someone singing along to the song ""Mary on a Cross"" by Ghost.  The video likely centers around this trending audio, with the focus being the religious imagery and potentially ironic or darkly humorous juxtaposition of the song's context with a casual TikTok setting. There's no indication of addictive behavior or ONP use."
@adde.aa_video_7227162502801509659.mp4,@adde.aa_video_7227162502801509659.mp3,16.0," Hmm. Hmm. No. Um, oh! Ha ha ha! Yeah, that's the one. That's the one.","Hmm. Hmm. No. Um, oh! Ha ha ha! Yeah, that's the one. That's the one.","The video shows someone searching for something, likely online, expressing frustration and then sudden satisfaction. The quick, repetitive sounds and laughter suggest a mildly addictive behavior, possibly related to online novelty page (ONP) use, driven by the search for satisfying content. The overall sentiment is positive and humorous due to the eventual success of the search."
@plotnui_video_7142906207194467590.mp4,@plotnui_video_7142906207194467590.mp3,23.0," Крочу на шоєм можу скелать про цю кубу. Ну, на їбалі розриває сразу, просто сразу. Не ідемо, вроде бы 46-мл граміка тіна, а ну, а, кежу, трошеч, у нас як будто на 75, минимум, минимум. Хто хочу достатися без губи, з світові. Хто все таки трохи бюйте за свою губу. Можна шо-то й попроще. Ну бля, тут єсть.","I can rob about this cube on the show.Well, he breaks at Babal at once, just at once.We do not go, I would be a 46-ml grammar of Tina, and well, and, a king, a little, we have like a 75, minum, minum.Who I want to get without the lip, with the world.Who is still a little bit for your lip.You can make it just.Well, there is here.","The video likely shows someone repeatedly attempting to solve a Rubik's cube, possibly with some frustration.  The transcript is difficult to understand, suggesting the speaker may be under the influence of something (possibly ""Tina,"" slang for crystal meth, hinted at by ""46-ml grammar"").  There's no clear humor, but the garbled speech could be unintentionally funny. The overall sentiment seems to be one of struggle and possibly addiction."
@dabblingduckco_video_7230437680042118446.mp4,@dabblingduckco_video_7230437680042118446.mp3,0.0,,,No transcript available.
@weymouthiseverything_video_7141403461324754222.mp4,@weymouthiseverything_video_7141403461324754222.mp3,33.1," Here's a life hack. The Zin companies don't want you to know. Take your old, empty, Zin containers and slowly wrap electrical tape around them. Cover both sides and then bang. You have yourself a street hockey puck. Take those street hockey pucks and what you're going to do is list them on eBay. That's right folks, for the same price the Zin cost. Free Zin Foe Life.","Here's a life hack. The Zin companies don't want you to know. Take your old, empty, Zin containers and slowly wrap electrical tape around them. Cover both sides and then bang. You have yourself a street hockey puck. Take those street hockey pucks and what you're going to do is list them on eBay. That's right folks, for the same price the Zin cost. Free Zin Foe Life.","The video humorously suggests refilling empty Zyn nicotine pouches containers with electrical tape to create makeshift street hockey pucks.  These ""pucks"" are then listed on eBay for the original price of the Zyn, creating a perpetual, albeit absurd, cycle of ""free"" Zyn.  The video satirizes potential addictive behavior by highlighting the lengths someone might go to for free nicotine pouches."
@la.speciale_video_7247929924026207515.mp4,@la.speciale_video_7247929924026207515.mp3,88.08," 2 hechl-kip, faut que je vous parle d'une marque de souci, une marque attention, les sportifs là, faut aller prendre ce marque direct, sans pression, c'est l'une des meilleures marques pour les sportifs, je vous le dis, c'est cette marque là, déjà ils ont envoyé des petits coffrets, vous voyez tranquille avec 5 bots, c'est goût de regarder, on va ouvrir ça ensemble en live, et désolé pour la coupe du cheveux, je ne sortirai pas de jeux quoi faire, je ne me l'avais les cheveux, je ne suis pas quoi fait, les tomber, je vous couvre ça se présente, ça se présente comme ça, moi là j'enlvais ça déjà là, ça c'était comme ça, la bref, connaissez vous enlever, ça se présente comme ça avec les 5 bots, vous sortez votre petit bot, si je vais galérer, non là tranquille, c'est cette marque là, fiert, elle est incroyable pour les sportifs, on va pas partir sans faire la spéciale, on va pas partir sans faire la spéciale, on nous blabote, ok j'ai pas perdu le mouvement, ça va, ok, ça va être la première fois, je goûte cette marque, j'ai déjà goûté, vous connaissez, là il m'envoie de 3 bots, c'est un petit collab, c'est goût, on se coût, quand on a notre habitude, pour son à gauche, il, pour son droit, personne, il est là là, là c'est goût de là, vous la ferez, faites attention à vous et allez plus chez la marque, j'ouvre la mettant en description, c'est FEDRS, incroyable.","2 hechl-kip, I have to talk to you about a brand of concern, a brand attention, the athletes there, you have to go take this direct brand, without pressure, it is one of the best brands for sportsmen, I tell you, it is this brand there, already they have sent small boxes, you see quiet with 5 bots, it's a taste to look, we will open it together, and sorry for the haircut,The hair had, I'm not what is doing, falling it out, I cover you, it presents itself like that, I was doing that already there, that was like that, the short, know you to take you away, it is like that with the 5 bots, you take out your little boot, if I go to struggle, no there, it is this brand there, pride, it is incredible for the sportsmen, we will not go awaySpecial, we are black, ok I haven't lost the movement, it's okay, it's going to be the first time, I taste this brand, I already tasted, you know, there it sends me 3 boots, it's a little collaboration, it's a taste, we cost each other, when we have our habit, for his left, he, for his right, is there, you will be,Putting it in description, it is Fedrs, incredible.","The creator enthusiastically promotes a sports drink brand (Fedrs), showing off a 5-bottle sample pack.  They highlight the brand's appeal to athletes while exhibiting slightly manic energy and self-deprecating humor about their hair. There's no obvious addictive behavior or ONP (over-the-top negativity/positivity) use apparent."
@officialfrsh_video_7257103279497284890.mp4,@officialfrsh_video_7257103279497284890.mp3,17.64, B Channel YouTube We moesten simle ze maken te nu weer en toe waaraf en ze een Nu peanut die je naar vliegen,B channnel youtube we had simle they make them now and then and they now peanut that you fly to,"The TikTok video appears to show someone discussing a YouTube channel featuring simple, occasional videos.  The content involves peanuts and flying, though the connection is unclear. The transcript is nonsensical, suggesting possible humor or misinterpretation of speech. There's no clear indication of addictive behavior or ONP use."
@ostgoten_video_7181131901300673798.mp4,@ostgoten_video_7181131901300673798.mp3,10.0, Starbucks,Starbucks,No transcript available.
@zyngod69_video_7145908239601896747.mp4,@zyngod69_video_7145908239601896747.mp3,5.58,hhhhhhh,HHHHHHH,No transcript available.
@marlene_se_video_7215186359907028230.mp4,@marlene_se_video_7215186359907028230.mp3,47.16," Få sier ikke en ukeligstisje, så var samborg i Sverige. Og så spørte jeg han om man kan tjeppe med en snusboksøt. Nå er jeg litt sånn for les snusboksøt. Jeg kan ta med diven. Og så samler jeg den her. Kommer jeg om det er en? Så deres kjøpt en box. En box. Den boxen. Denne lov ut at blokker på den. Som en dagsboks. Som man kan bruke sig at la det stål i kjølskapet. Og så er det cirka 400 pose i denne. Så jeg. En snusboksøt.","Few do not say a weekly style, then Samborg in Sweden.And then I asked him if you can blame with a snuff box.Now I'm a bit like Les snuff box sweet.I can bring the div.And then I collect it here.Do I come if there is one?So their bought a box.A box.That box.This promise that blocks on it.Like a daily box.As one can use to let it steel in the refrigerator.And then there is about 400 bags in this one.So I.A snuff box sweet.","The video shows a person showcasing their large, 400-bag container of snus (Swedish moist snuff), calling it their ""snuff box sweet.""  The humorous tone suggests a potentially addictive behavior and highlights the person's enthusiasm for oral nicotine products (ONP). They seem proud of their large snus supply."
@blondavatar_video_7237107492294118682.mp4,@blondavatar_video_7237107492294118682.mp3,9.0," I can never see your face, you're not close now I can't get a kiss You're not open, you can't ask for a love","I can never see your face, you're not close now I can't get a kiss You're not open, you can't ask for a love","The video likely depicts unrequited love or emotional distance in a relationship. The creator expresses frustration at their partner's emotional unavailability and inability to be intimate. There's no clear indication of addictive behavior, ONP use, or humor. The sentiment is one of sadness and longing."
@egokuolema_video_7163590529974947078.mp4,@egokuolema_video_7163590529974947078.mp3,0.0,,,No transcript available.
@realmikeybets_video_7207589714172431658.mp4,@realmikeybets_video_7207589714172431658.mp3,125.0," Welcome to the Mike and Mike and night. All right guys welcome to the Mike and Mike show at night. It's the first one so it's rock and roll. Shout out to Mike. 75 bad online dog 18. We've already got 30 minutes before this. I forgot to press the ball. We're already off to a hot, hot start. Hot start. Only way to go from here. That's right tune in and watch Mikey Bed's Mike DeFrisco talk late night in Chicago. You literally blew me off. Well it's not ever. I was a little more than I know that made the plans and fucking canceled the day off. Here are them debate about the topics that really matter and hear what their guests have to say. What the fuck are you talking about? Are you telling me Mike DeFrisco? I'm not. The day is like the fuck that one said it is. The party on Saturdays is what they're saying. That part will just stop honey. Don't think I can do that. But be ready to get real. Don't see that. But real real real real here. But you know I'm turned out by that for so. Do you think your life could live? Because it's something to do with your childhood. I think so. Ahhhh. You think? You're good. Tell me how do they make you feel? Dr. Sonia, you better take off before I fuck you. It's y'all with nothing. Welcome on. Baby you wanna watch the show. Come on. Baby you wanna watch the show. Your beds have lost. Your teens are in last. Mike and Mike are in it.","Welcome to the Mike and Mike and night. All right guys welcome to the Mike and Mike show at night. It's the first one so it's rock and roll. Shout out to Mike. 75 bad online dog 18. We've already got 30 minutes before this. I forgot to press the ball. We're already off to a hot, hot start. Hot start. Only way to go from here. That's right tune in and watch Mikey Bed's Mike DeFrisco talk late night in Chicago. You literally blew me off. Well it's not ever. I was a little more than I know that made the plans and fucking canceled the day off. Here are them debate about the topics that really matter and hear what their guests have to say. What the fuck are you talking about? Are you telling me Mike DeFrisco? I'm not. The day is like the fuck that one said it is. The party on Saturdays is what they're saying. That part will just stop honey. Don't think I can do that. But be ready to get real. Don't see that. But real real real real here. But you know I'm turned out by that for so. Do you think your life could live? Because it's something to do with your childhood. I think so. Ahhhh. You think? You're good. Tell me how do they make you feel? Dr. Sonia, you better take off before I fuck you. It's y'all with nothing. Welcome on. Baby you wanna watch the show. Come on. Baby you wanna watch the show. Your beds have lost. Your teens are in last. Mike and Mike are in it.","Two friends, Mike and Mike, launch a late-night talk show from Chicago, humorously arguing even before they officially begin.  Their chaotic banter includes canceled plans, debated party days, and a playful threat to a potential guest, Dr. Sonia.  The overall tone is lighthearted and comedic."
@polarbearcooch_video_7198147307651632389.mp4,@polarbearcooch_video_7198147307651632389.mp3,6.92, I don't want to work anymore because I work and I work every day very hard and I never had money.,I don't want to work anymore because I work and I work every day very hard and I never had money.,"The creator expresses exhaustion from constantly working hard yet never having money.  This highlights the frustrating and demotivating feeling of working tirelessly without seeing financial progress.  There's no mention of addictive behavior, ONP use, or humor. The sentiment is one of weariness and discouragement."
@liisaolenh17_video_7226349188085271834.mp4,@liisaolenh17_video_7226349188085271834.mp3,13.0, Never mind I'll find someone I can use I wish nothing but love is for you,Never mind I'll find someone I can use I wish nothing but love is for you,"The video likely depicts someone reacting to rejection or a breakup. It hints at a desire to find someone new, potentially to fill an emotional void or for manipulative purposes (""someone I can use""). The bittersweet tone mixes seemingly well-wishing (""I wish nothing but love"") with implied bitterness."
@pabstbluechuggin_video_7257670859978968362.mp4,@pabstbluechuggin_video_7257670859978968362.mp3,92.0," I know I'm a little bit behind on these. Honestly, I never really wanted these. I never went on my way to find them, but I saw them today at the liquor store. So I said, why the fuck not? It's a hot fucking day out. Hopefully I didn't leave them in the car too long. Hopefully they're still cold. We're doing a little work today. I just put a new grill on the tackle. There's an old one. Kind of shotgun on the original one. This one sucks to be honest. I probably won't drink the rest of them. Cheers. So because that didn't totally suck them to do another one. This one's a baha blast. I'm gonna take this in out for this one. We need a car wash after that squirt. This one's well as dead. Cheers. I think that one was pretty good too. I didn't think I was gonna really like them. But maybe the zero sugar was good because I don't want that much sugar. But yeah, I got shit to do. So I'll drink the rest of these some other time.","I know I'm a little bit behind on these. Honestly, I never really wanted these. I never went on my way to find them, but I saw them today at the liquor store. So I said, why the fuck not? It's a hot fucking day out. Hopefully I didn't leave them in the car too long. Hopefully they're still cold. We're doing a little work today. I just put a new grill on the tackle. There's an old one. Kind of shotgun on the original one. This one sucks to be honest. I probably won't drink the rest of them. Cheers. So because that didn't totally suck them to do another one. This one's a baha blast. I'm gonna take this in out for this one. We need a car wash after that squirt. This one's well as dead. Cheers. I think that one was pretty good too. I didn't think I was gonna really like them. But maybe the zero sugar was good because I don't want that much sugar. But yeah, I got shit to do. So I'll drink the rest of these some other time.","The video shows someone trying two different flavors of a spiked seltzer drink (likely White Claw) on a hot day.  They express initial disinterest, then ambivalence, ultimately deciding they aren't bad.  While they consume two cans quickly, they stop short of drinking all of them, suggesting no strong addictive behavior or dependence. The tone is casual and slightly humorous."
@zanderlivings10_video_7249031005586115882.mp4,@zanderlivings10_video_7249031005586115882.mp3,26.6, Irritating,Irritating,"The TikTok video likely depicts something irritating.  Due to the extremely short transcript, it's impossible to determine any addictive behavior, ONP use, humor, or specific sentiment beyond general annoyance.  The video's content remains a mystery."
@antoniobankjes_video_7253494744750296346.mp4,@antoniobankjes_video_7253494744750296346.mp3,50.64," Die selectie is boenakelijk vandaag wat geloof me. Op 3 een hele vervelende uit de sloutre van een kibeling zo. Wat en als die ook heen, wat tijd me? Oh wat dit zijn de kaboede stemmer, maat, u lekk, ma. Wat geloof me die wat er moet doen en combinatie gaan maken met die raak. Maar dat komen we zo. Geloof me curfie, heel vervelend, Roberto Carlos, ma. Jij neemde vrij trappen vandaag, ma. Geloof me optien. Stairspelen, papelito. En geloof me, kie laat advocaat, want hij zei dat hij weg zo ga maar eens toch weer gefen door me wat is het nou jouw. Geloof me het doen van haar echte raak zijn. Wat en elkaar, opresbuiten, oplinksbuiten, cheringhari en een boom langer spetten van daar, kratjes, goud, heel vervelend, DJ, drogba, dus laat het ook gaan.","That selection is boundary today what believe me.At 3 a very annoying one from the sloutre of a kibeling like that.What and if that too, what time me?Oh what these are the gnome voter, size, u leak, ma.What believe me what should do and make a combination with that hit.But we'll get that way.Believe me curfie, very annoying, Roberto Carlos, Ma.You took freely stairs today, ma.Believe me optien.Stair games, Papelito.And believe me, Kie leaves lawyer, because he said he's gone so just go again through me what is it your.Believe me doing her real touch.What and each other, Opresbuiten, Opinkbuiten, Cheringhari and a tree longer spets from there, crates, gold, very annoying, DJ, Drogba, so let it go too.","The video likely shows someone playing a soccer video game, possibly FIFA, and getting frustrated with the gameplay. The speaker's exaggerated complaints about specific players (""Roberto Carlos,"" ""Drogba"") and game mechanics (""sloutre of a kibeling,"" ""gnome voter"") suggest humorous venting about a challenging or frustrating match.  There's no clear indication of addictive behavior or ONP (online personification) use. The overall sentiment is one of lighthearted annoyance and exasperation."
@faked_up_video_7148052682295577862.mp4,@faked_up_video_7148052682295577862.mp3,6.18, BUR retcon fooooooooooo,BUR retcon fooooooooooo,"This extremely short TikTok video likely features a ""retcon"" (retroactive continuity) related to BUR, an unspecified topic.  It's impossible to determine addictive behavior, online persona use, humor, or sentiment from the limited information provided. The repeated ""o"" suggests an emphasized, possibly excited or exasperated tone."
@13fyp37_video_7214634553330208026.mp4,@13fyp37_video_7214634553330208026.mp3,11.4, komme powerful오�road almond немного тремия пл municip пог cooperative гar,Komme PowerFul 오 �road almond a little of tremens of the municip pog Cooperative Gar,"The transcript is gibberish and doesn't describe a coherent TikTok video.  It doesn't depict any actions, addictive behaviors, or product use (ONP is likely a typo and unclear). There's no discernible humor or sentiment.  It appears to be random words strung together."
@polletestar_video_7136499431926484230.mp4,@polletestar_video_7136499431926484230.mp3,59.06," Känner jag verkligen att du vaknar till nu videon och idag är det snyst live-fack. Så jag tänker bara ihåg ett snyst live-fack som bara slåmer i panna liksom. Jag måste bara dela med mig med antagare av folk vänner. Jag ser så här, det visst äcker locka av en allting, det är det du har sprat ut spyr av att hela dursar. Uuuh, fack, den vill ha en snyst. Den vill ha en snyst, den inte jag också att säga. Så därför när du tillbe hemma och snyst, eller om du vill till och med ta ut en extra snyst, så är jag fick hem. Så är det alltid bra att ha. Släng inte på den snusdusande uppsiserande använder. För det är det nya spotdusa. Tumdusa, då uppe det i munnen, jag vet inte ecklarna det nya. Om rätt männen, rätt männen gamla. Sen har jag tilläckert full, eller då ser jag då sprat ut träffar snusdusende och vi tar den längre. Hur tar det där dursan? Och då verkar att nästa gång någon frågar om en snus så behöver det inte orjorde om att en snusdus är helt facknig vidr. Och ett inget vill ha den frutom någon vilja ävla vid då liksom. Tänk hur männen, alltid dansbottdusa, gör det alltid lättare. Hör det gått och vi ser.","I really feel that you wake up now the video and today it is sneaky live compartment.So I'm just thinking about a sneaky live compartment that just beats in the pan as well.I just have to share with me with assumptions of people friends.I look like this, it certainly fires attracting an everything, that's what you have spread out of the whole dours.Uuuh, compartment, it wants a sneak.It wants a sneak, it is not me to say.So that's why when you worship at home and sneak, or if you even want to take out an extra sneak, I got home.So it is always good to have.Do not throw on the snuff -disgusting supervision.Because that's the new spotted.Thumbs, then up in the mouth, I don't know the new.About the right men, the right men old.Then I have covered full, or then I see then spread hits snuff -dousse and we take it longer.How does that go?And then the next time someone asks about a snuff, it doesn't have to be ordered that a snuffy is completely unionist.And no one wants it but someone wants to ask for then as well.Imagine how men, always dance bottom, always make it easier.Listen it has passed and we see.","The video shows someone enthusiastically demonstrating a hidden compartment (likely in a vehicle) for storing ""snuff"" (likely referring to dipping tobacco or snus). The creator highlights its usefulness for discreet tobacco use and jokes about offering it to others.  The humorous, rambling delivery emphasizes a potentially addictive relationship with the substance."
@kaeliabdi_video_7175115734111046917.mp4,@kaeliabdi_video_7175115734111046917.mp3,36.16," Scandinavian, stick nicotine catches up their arses and four skins. Y'all be heard with the safety of the video, for that very time of our end of the song in the crop, at the Vadanska Ungar. For that dance, Ungar at Alklister. As I hear, that land with a little low key Alklister. Or vice, hello vice, my name is Kayley and I'm from Sweden. Please do not say that this is Scandinavian behavior. This is Danish behavior. This Norwegian swineverdudis. Swineverdudis. Swedenkisch swineverdudis. But this is Danish behavior because there are alcoholic, please just say Danish kids. Don't say Scandinavian kids.","Scandinavian, stick nicotine catches up their arses and four skins. Y'all be heard with the safety of the video, for that very time of our end of the song in the crop, at the Vadanska Ungar. For that dance, Ungar at Alklister. As I hear, that land with a little low key Alklister. Or vice, hello vice, my name is Kayley and I'm from Sweden. Please do not say that this is Scandinavian behavior. This is Danish behavior. This Norwegian swineverdudis. Swineverdudis. Swedenkisch swineverdudis. But this is Danish behavior because there are alcoholic, please just say Danish kids. Don't say Scandinavian kids.","The video shows Danish youth engaging in reckless behavior, likely involving alcohol and potentially nicotine (the ""Scandinavian stick nicotine"" likely refers to snus).  The creator humorously pleads with viewers not to attribute this behavior to all Scandinavians, emphasizing it's specifically Danish and using the made-up word ""swineverdudis"" to describe them. While the video highlights partying, the focus is more on correcting a stereotype than showcasing addictive behavior directly."
@jesusandschocolate_video_7155926539446521093.mp4,@jesusandschocolate_video_7155926539446521093.mp3,6.68, A win is a win. A win is a win. I don't care what you're saying. Wait.,A win is a win. A win is a win. I don't care what you're saying. Wait.,"The video emphasizes that any victory, regardless of circumstance, is still a win.  It expresses a determined and possibly slightly defensive sentiment about this belief.  There's no apparent addictive behavior, ONP use, or humor depicted in this short transcript."
@pabstbluechuggin_video_7266773659036044586.mp4,@pabstbluechuggin_video_7266773659036044586.mp3,90.03999999999999," Fuck my last one! Just 6am! I've got some breakfast, some beef jerky, my go-to zins, these I've never had these we're gonna see if they're ass or not, and of monster. Alright we're gonna start off with the zins, zins smooth. Is there even a flavor to these? I don't know. Let's see. Okay just thought there's no flavor to it. I don't know why he's wanting to do that. I'm obviously heading in to work right now, so I cannot chug a beer and that would be bad if we'd get fired. So what we're gonna do is ultraparadise. I'm assuming this is like a lime flavored. Cheers. That's pretty good. So yeah I think I'm gonna stick to the citrus. Obviously I'm gonna do the rest of those, but citrus is where it's at.","Fuck my last one! Just 6am! I've got some breakfast, some beef jerky, my go-to zins, these I've never had these we're gonna see if they're ass or not, and of monster. Alright we're gonna start off with the zins, zins smooth. Is there even a flavor to these? I don't know. Let's see. Okay just thought there's no flavor to it. I don't know why he's wanting to do that. I'm obviously heading in to work right now, so I cannot chug a beer and that would be bad if we'd get fired. So what we're gonna do is ultraparadise. I'm assuming this is like a lime flavored. Cheers. That's pretty good. So yeah I think I'm gonna stick to the citrus. Obviously I'm gonna do the rest of those, but citrus is where it's at.","The video shows someone at 6 am having beef jerky, Zins, and a Monster energy drink before work. They sample different Zins and find them flavorless, then move on to a lime-flavored Ultra Paradise drink which they enjoy more.  While not explicitly stated, the early morning consumption of multiple energy drinks and the quick succession of trying different beverages suggests a potential dependence on caffeinated or sugary drinks. There's a touch of humor in their disappointment with the Zins and their quick shift to another drink."
@thetjworry_video_7211190809566154027.mp4,@thetjworry_video_7211190809566154027.mp3,5.0," Man, I think it's time to have a Zen. Can I get one?","Man, I think it's time to have a Zen. Can I get one?","The video likely shows someone seeking relaxation or a moment of peace, possibly humorously.  There's no overt addictive behavior, ONP use, or strong sentiment expressed, but the phrasing ""Can I *get* one?"" suggests they're treating Zen like a commodity."
@based_nationalistt_video_7200050621217656070.mp4,@based_nationalistt_video_7200050621217656070.mp3,19.62, Luравivre sad Tror du upp om dig? Lo automatic kursen Spärrame argue Absolut Jag kör hel разгor,Luравivre sad do you believe up about you?LO Automatic course Spärrame Argue Absolutely I Run whole ра Russ,"The transcript is gibberish and doesn't describe a coherent TikTok video.  It appears to be a jumble of possibly misspelled words and doesn't convey any understandable meaning, so no summary of content, addictive behavior, ONP use, humor, or sentiment can be derived."
@ecommercemarketing.no_video_7204503082703523077.mp4,@ecommercemarketing.no_video_7204503082703523077.mp3,88.72," Men den der er et riktig enn som bolensjære skal lanser. Ja, det er spønt. Hva er det? Nå er det å græme deg og alle vet å ha som skal lansereste. Halle vet hvertre til kjem. Det er tross for å til ikke gjøre over markis for å tilkole. Så jeg er jo en skjøk godt ut. For du skjer jo bare på en byrke, det er bollet. Så det er ikke en av det selv som er litt herllet. Jeg tror jeg har skjøtt det betikklig. Ragnar, kjømme bytikkere. Hvor som er nå skjer for meg. Du kan se det som faen. Det tror jeg, og. Nelkeboer har jeg hadt stor syksje. Det er litt en bøvende i prøv å få til å gjøre det godt. Ja, jeg har jo meldt til det. Det er vett på at melkeboer i sjentålanser er insnus og får snyst å ta helt over. Ja, det er for du, du har en nye. Det er det beste nys. Ja. Sånn er det som er koplekt i sannsens søvritt. Det er for det er snyst. Det er for markis. Det er for markis. Det er for markis. Ja. Det er en turtsmark i sanns. Det er det lovius. Det er det som jeg har gjort det er veldig vanskelig. Og så to bak på dem å tage maten. Og det er for at Malbrew og Gjøtta er en som selv er ekta. Den vil ikke tatt. Det er ikke sann der jeg skal ha. Det er snyst. Det er veldig vanske. Hvor er det høyste vi er der? Ok jo. Olle veip. Men så er det bina noen for Paulis Pilrasen. Nå slipper jeg det her og så tar det. Og så har jeg la dem. Og så er det du ikke har begynnet noen. Er det alltså nye ønebetikk? Telefon så skal jeg. Jeg tror det er. Jeg har ikke en stjemp til å ta helt over oss. Og jeg er de koffer med befolkene. Jeg kan være en drøvvart her.","But the one there is a right than Bolensjære should launches.Yes, it's spread.What is that?Now it is to grip you and everyone knows how to have the launch.Halle knows each other to come.It is despite not to do over the awning to dress.So I'm a jokes well.Because you just happen on a driver, it's the bowl.So it is not one of the self that is a bit herd.I think I've been doing it betting.Ragnar, folk bytics.Where is now happening to me.You can see it as hell.I think so, and.Nelke resident I had a great sickness.It is a bit a bowing in trying to do well.Yes, I reported it.It is aware that dairy residents in Sjenkålans are INSNU and are cheated to take over completely.Yes, it is for you, you have a new one.It is the best new.Yes.This is the case that is coupled in Sannens Søvritt.It is because it is caught.It's too awning.It's too awning.It's too awning.Yes.It is a turtmark in TRS.That's what Lovius.That's what I've done is very difficult.And then two at the back of them to tage the food.And that is that Malbrew and Gjøtta are one who is herself.It will not take.It's not true where I should have.It's caught.It is very difficult.Where is the highest we are there?Okay yes.Olle road.But then there is the bina someone for Pauli's arrow breed.Now I let it go here and then it takes.And then I let them.And then what you haven't started anyone.Is it all new eyecuts?Phone then I will.I think it is.I don't have a stem to take over us.And I am the suitcases with the population.I can be a drøvvart here.","This TikTok video seems to show someone rambling incoherently, possibly while intoxicated. The transcript is difficult to understand, suggesting slurred speech.  There is no clear depiction of a specific activity or discernible humor, but the nonsensical nature of the dialogue might be perceived as unintentionally funny by some.  There's a potential indication of substance use impacting the speaker's behavior."
@flagrantshow_video_7244349868439883051.mp4,@flagrantshow_video_7244349868439883051.mp3,32.0," Let me get it. Okay, baby come down come down And lock down Scusting If you can't say the bars it can't happen What's worse is that put it back","Let me get it. Okay, baby come down come down And lock down Scusting If you can't say the bars it can't happen What's worse is that put it back","The video shows someone struggling to rap along to a song, failing to remember the lyrics.  They express frustration (""Scusting"") and seemingly give up, humorously emphasized by the phrase ""put it back"" implying they're returning the imaginary microphone or the rap itself. There's no clear indication of addictive behavior or ONP use. The overall sentiment is lighthearted and self-deprecating."
@polarbearcooch_video_7204453156988734726.mp4,@polarbearcooch_video_7204453156988734726.mp3,6.84," They gotta have love, this is set of straight Take a total of mine and meditate Let's just go around and take a second look Yo yo, get a little bit more diet","They gotta have love, this is set of straight Take a total of mine and meditate Let's just go around and take a second look Yo yo, get a little bit more diet","The video likely shows someone promoting a product or lifestyle related to dieting or mindfulness, possibly with a slightly humorous or rhythmic presentation. The repetitive phrasing (""gotta have,"" ""take a total of mine"") hints at a possible addictive quality or obsession, though the context is unclear. No overt ONP (online negative posting) is present."
@k.childress.fishing_video_7238663452263304491.mp4,@k.childress.fishing_video_7238663452263304491.mp3,4.84," We want to be a co-production deal. You want that juicy? Yes, baddie.","We want to be a co-production deal. You want that juicy? Yes, baddie.","The video likely features two people playfully acting out a negotiation, specifically a ""co-production deal.""  The use of ""juicy"" and ""baddie"" suggests a flirtatious or humorous tone, possibly satirizing business interactions or influencer culture. There's no indication of addictive behavior or ONP use."
@thebig_kieff_video_7249757388134288683.mp4,@thebig_kieff_video_7249757388134288683.mp3,12.4," Beg aloteth Al fights molecule Twink, swing from the pelig休","Beg aloteth Al fights molecule Twink, swing from the pelig休","The transcript is nonsensical and likely contains typos. The video probably depicts bizarre, possibly digitally altered, actions (""fights molecule Twink, swing from the pelig"").  There's no clear indication of addictive behavior, ONP use, humor, or specific sentiment, but the strangeness suggests an attempt at surreal or absurdist humor."
@baccercanman_video_7224695328291736878.mp4,@baccercanman_video_7224695328291736878.mp3,0.0,,,No transcript available.
@williambraaten99_video_7246027339321199898.mp4,@williambraaten99_video_7246027339321199898.mp3,14.54," ... Howdy! Okay,聖antsk collapse y-tek är välsung he cater chipsber, ha du mig? Och det är slutskor för... ... Så Rose?!走吧 se på din som fick fartowinn!","... Howdy!Okay, 聖 Antsk Collapse Y-TEK is wellsung he cater chipsber, do you have me?And it's the end shoes for ... ... so Rose?!","The transcript is nonsensical and likely represents a misinterpretation of audio.  It doesn't appear to show coherent content, addictive behavior, or ONP use.  There's no discernible humor or sentiment due to the lack of understandable language.  It likely represents a failed attempt at automated transcription."
